,0
0,9.7937765
1,10.073255
2,9.744049
3,10.1349125
4,9.448946
5,10.99497
6,9.824812
7,10.352063
8,10.43432
9,10.258138
10,10.299948
11,10.3485
12,10.149854
13,9.694002
14,10.188
15,10.293528
16,10.07138
17,10.093013
18,10.0583105
19,10.247023
20,10.190934
21,9.946803
22,10.201541
23,10.03098
24,9.6512575
25,10.093959
26,9.983759
27,10.000708
28,10.33025
29,10.131671
30,10.090931
31,10.269394
32,9.800197
33,10.327772
34,10.457865
35,9.953754
36,9.499846
37,10.437824
38,10.5166
39,10.083599
40,9.853928
41,10.232491
42,10.345056
43,10.275737
44,10.068594
45,9.739675
46,10.446243
47,10.352061
48,10.4452915
49,10.160752
50,9.759416
51,9.829774
52,9.567068
53,10.360637
54,9.657192
55,10.124839
56,10.133056
57,10.484479
58,10.104494
59,10.266411
60,10.083475
61,10.36286
62,9.866236
63,10.07328
64,10.250663
65,10.039995
66,10.322661
67,9.937319
68,10.306467
69,10.452417
70,10.055429
71,9.845698
72,9.800055
73,10.049528
74,9.905719
75,9.647903
76,9.839283
77,9.807442
78,10.575131
79,9.796596
80,10.31674
81,9.97921
82,10.16994
83,10.299367
84,10.23051
85,10.378566
86,10.485787
87,10.472419
88,9.7723
89,10.527933
90,10.231872
91,10.283911
92,10.137493
93,9.540922
94,9.8877535
95,10.343391
96,9.450879
97,10.176625
98,10.004678
99,10.318407
100,10.263135
101,9.790734
102,9.090677
103,10.04499
104,10.199081
105,9.664418
106,10.232173
107,10.689081
108,10.457319
109,10.180214
110,10.557225
111,10.373826
112,9.973787
113,9.489083
114,10.131747
115,10.104784
116,10.3651905
117,10.222439
118,10.207621
119,10.492269
120,10.074448
121,10.410438
122,10.361896
123,10.24541
124,10.192544
125,9.985123
126,9.745553
127,10.462885
