,0
0,99.97045
1,99.974205
2,100.01016
3,99.88251
4,100.425674
5,99.920105
6,100.25363
7,100.01598
8,99.981
9,100.290375
10,100.191765
11,100.27386
12,100.180336
13,100.04284
14,100.27653
15,100.05994
16,100.03815
17,100.18288
18,99.69079
19,100.09543
20,100.12811
21,99.76752
22,100.02001
23,100.4509
24,100.03633
25,100.56049
26,100.06424
27,100.06894
28,99.9785
29,100.16158
30,100.08202
31,100.03801
32,100.06071
33,100.0874
34,99.70592
35,100.135254
36,99.96244
37,100.21753
38,100.02045
39,99.695656
40,100.027016
41,100.75393
42,99.92405
43,100.17667
44,99.943565
45,99.97837
46,100.24461
47,100.32604
48,100.357475
49,99.889435
50,99.99315
51,100.23325
52,99.98833
53,100.066574
54,100.09212
55,100.28878
56,100.075806
57,100.18586
58,100.057755
59,99.94645
60,100.138115
61,100.167564
62,100.13577
63,99.90511
64,99.845055
65,100.19347
66,100.01524
67,100.34612
68,100.11048
69,99.90223
70,100.246445
71,99.92736
72,100.25337
73,99.93973
74,100.136635
75,99.99663
76,100.11755
77,100.307686
78,100.29363
79,99.976524
80,100.31045
81,99.974205
82,100.19403
83,100.04709
84,99.79178
85,100.04277
86,99.767204
87,100.26875
88,99.76205
89,100.33674
90,100.18711
91,100.03501
92,99.97449
93,100.18523
94,100.2067
95,100.31043
96,99.925476
97,100.21323
98,100.33303
99,100.23308
100,100.18185
101,99.84129
102,100.17228
103,99.96108
104,100.29367
105,99.987915
106,100.76296
107,100.19294
108,100.15245
109,100.02869
110,99.97946
111,100.00847
112,100.06527
113,100.01446
114,100.062775
115,100.16085
116,100.200455
117,100.27331
118,100.333206
119,101.114174
120,100.26
121,99.71919
122,100.03257
123,100.06923
124,100.217514
125,100.10412
126,99.80836
127,100.093605
