,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0,0.37875575,-0.06363588,-0.24636804,-0.104013495,0.07802128,0.057710815,0.038953267,-0.06574602,-0.08732118,0.15800029,-0.2090306,-0.13998103,-0.2492237,0.47207522,0.013679042,-0.53747505,-0.16814265,-0.10727798,-0.052811276,-0.04050615,-0.260585,-0.17656837,0.14183833,-1.0774416,-0.07270673,0.29469976,-0.7574786,-0.14509983,0.007937399,0.13917781,-0.024963386,-0.40988052,-1.2526004,0.4345435,0.02127148,-0.035399146,-0.19967055,-0.08563609,-0.055967614,0.09233904,-0.05866683,-0.10410448,0.30705577,-0.2012554,-0.3604849,-0.36281887,-0.101610996,-0.15960942,0.081857,0.081012696,-0.14279121,-0.13369204,-0.17688264,-0.11023583,-0.62055165,-0.11954154,0.14836285,0.35688528,-0.1311355,0.17559,-0.099234216,0.19730149,0.07217987,-0.14885394,-0.07250149,-0.2583806,-0.16979417,-0.20026612,-0.18639182,-0.051200494,-0.1100264,-0.26455757,-0.12068213,-0.03110833,-0.029132055,-0.16946997,-0.0718499,0.012133218,-0.12703326,-0.048121348,-0.77077144,-0.37659186,-0.21161036,0.261212,-0.0008280048,-0.24434586,-0.5777044,-0.13123487,0.06652775,-0.6370511,0.055531863,-0.15453063,0.04359345,-0.1194684,-0.48009357,0.118534535,-0.57854575,-0.83694285,-0.20863971,-0.054686036,0.06818089,0.021570329,-0.06580878,0.10651504,-0.14104678,0.04387513,-0.04409499,0.17125893,-0.23848538,-0.030308332,0.08684938,-0.14638858,-0.36481002,0.60413706,-0.4268953,0.17664093,0.15652591,-0.011521413,-0.6100151,-0.24771135,-0.23005989,-0.23608366,-0.09969211,-0.29957125,-0.07284725,0.29416442,-0.9596263,-0.100815035
1,0.30921817,-0.113643534,-0.080700204,-0.10335215,-0.28884566,0.18868773,0.18981323,0.018682303,-0.08140003,0.1689956,0.0384416,-0.18703838,-0.26032567,-0.52954644,-0.051207796,-0.40311456,0.0018617223,-0.026159894,0.06358044,-0.16432826,-0.282694,-0.12938139,0.20821293,-0.16235895,-0.3390574,-0.2303953,-0.014377209,-0.04475839,0.5253834,-0.4597678,-0.15318036,-0.16395457,-0.05224748,-0.10408782,-0.24485128,0.05168354,-0.06355187,-0.3137884,0.07537811,0.13534501,-0.06869969,0.014251654,-0.29200467,0.006729789,-0.5728438,-0.010252164,-0.24578811,0.029092638,-0.06080054,-0.023763832,-0.047551095,-0.054985,-0.12637764,0.10272529,-0.15913785,0.1233829,0.21839422,-0.17317222,0.06946909,0.04794075,0.058201216,-0.18028843,0.116488576,-0.12615743,-0.022853572,-0.21683668,-0.2361564,-0.19956934,-0.046023868,-0.29595372,-0.03337467,-0.26787207,0.054618813,-0.13137788,0.17980535,-0.29020116,-0.05183646,-0.24149665,-0.19455366,-0.0749006,0.020104708,-0.035941284,-0.4694535,-0.01889471,-0.07760051,-0.009008335,-0.06182327,-0.22364074,-0.18142718,-0.117300116,0.11024267,-0.21966794,-0.21200562,-0.23179108,-0.40071166,-0.1108396,-0.22605538,-0.30603006,-0.2816499,-0.3518073,0.08835233,-0.08303051,-0.17534988,-0.04072639,-0.13372287,-0.014953157,-0.1904382,-0.09593754,-0.014321259,-0.008323347,0.073166564,0.14052418,-0.5020249,0.18704395,-0.11835903,-0.058808703,-0.020451844,0.04828572,-0.10799261,0.089915015,-0.19323543,-0.19018213,0.033209156,-0.03864111,0.0023705596,0.04545076,-0.1798492,0.017375017
2,0.18432467,0.01139171,-0.30223295,-0.17145753,-0.18616381,-0.46511748,0.07480181,0.0015951807,0.0001157987,-0.007890111,0.19608258,0.04469587,0.08121086,0.39605996,-0.114978,-0.6389792,-0.04333441,-0.128528,-0.24287604,0.49547073,0.088777244,-0.1436714,-0.018829845,-0.08470416,-0.0018088815,-0.41659254,-0.8665564,-0.2737286,-0.2585141,-0.0070882137,-0.040852178,-0.4218268,0.48744667,-0.6623674,-0.21347,-0.21272224,-0.566751,-0.26640517,-0.09266191,0.07035704,0.08305988,-0.14978836,0.06055557,-0.10108069,0.24634781,-0.03613189,0.13397305,-0.19287015,0.13357323,0.14036536,0.3100493,0.012334454,0.1641069,-0.03472598,0.47024155,0.13991088,-0.12486481,-0.53687763,0.14815202,-0.08442268,-0.19704178,0.3185642,-0.08302804,-0.72563475,0.05035741,0.14140537,-0.10723209,-0.15782896,0.19286385,-0.22696444,0.09594594,-0.52519345,0.046155922,-0.13976261,-0.049752567,-0.15038903,0.16862617,0.21649152,-0.5759562,-0.044568557,0.9664339,0.5351709,-0.08440876,-0.07932078,0.26988876,-0.01706177,-0.3765741,-0.09871209,-0.09163473,-0.46875396,-0.21435001,-0.13985083,-0.9296162,-0.0045780735,-0.28631252,0.031401,-0.4841998,-0.28669226,-0.10217778,-0.41946703,-0.26201668,-0.018868487,-0.23493713,0.005212567,-0.5039041,-0.13486539,-0.12699468,-0.47799292,-0.104658015,-0.2540805,-0.080772266,-0.09017163,-0.23912688,-0.059799545,0.3055636,0.19449139,-0.031074421,-0.53566086,-0.9160411,-0.4655348,-0.5255927,-0.114478864,0.13610484,0.1439497,-0.4141484,0.07644483,-0.8217981,-0.29849735
3,-0.07289343,0.021095362,-0.24644294,0.20190017,0.0837212,0.38177457,-0.10533991,0.07826046,-0.3158581,0.036592763,-0.2891064,0.041536167,0.015408346,-0.7631455,-0.073096,0.012756411,-0.19749193,0.1955181,-0.18651015,0.003956959,0.26429868,-0.14902057,-0.101821825,-0.52876085,0.06484389,0.13622619,-0.41802698,0.073587544,0.07124867,0.1401831,-0.092660226,0.06124892,-0.50903404,0.3346385,-0.1969715,0.11232304,0.41819397,0.19761522,-0.013285646,-0.13725135,0.08448971,0.1228505,-0.323346,0.09702745,0.28345713,-0.21803573,-0.57408994,-0.07574633,-0.23228239,0.122054845,0.2613382,0.13997245,0.090631045,-0.091518015,-0.62040937,0.39256516,-0.18137391,0.06200718,0.13814524,-0.07082395,0.29991007,0.113178365,-0.073276594,0.03908041,-0.013147281,0.65468967,-0.06858021,0.10332394,0.15621391,-0.023880439,0.476099,-0.2002262,-0.09950818,0.093893096,-0.016253598,0.0240267,0.29180315,0.1925021,0.012978227,-0.12376955,-0.102560416,0.0747695,0.0047785244,0.23478779,-0.120281644,-0.026033336,-0.3829724,-0.030820416,0.086276256,-0.03737921,-0.122316785,-0.06795924,0.033947255,-0.02586362,-0.000724555,-0.21044889,-1.2130302,-1.1665945,-0.16957091,-0.068787694,-0.20978422,-0.081919745,0.012139196,0.03990111,0.30905363,0.009986078,-0.16026035,0.034064982,-0.18826546,0.33101076,0.06604333,-0.2323853,0.027243584,-0.5291373,-0.17611398,-0.4438547,0.23131196,0.06095766,-0.2253542,-0.09075374,-0.27322707,0.1447135,-0.23090456,-0.27903977,-0.18306142,0.024345921,-1.2162131,0.14582103
4,-0.15252514,-0.07983507,0.013277926,-0.09528394,-0.19899102,-0.022510074,-0.08558115,0.102647774,0.03853418,0.07209591,-0.2957076,-0.100730486,-0.23243469,-0.40906236,0.20733486,0.1591677,0.07233886,-0.10510582,0.018708678,0.11545615,-0.14164041,0.1004281,-0.121259615,0.08046016,-0.17981447,-0.4130453,0.027090078,-0.28731427,-0.012474747,0.1724969,-0.28981942,-0.07577601,-0.03354979,-0.19055192,-0.021219049,0.026174568,-0.45766246,0.051035486,0.07275633,0.09308886,-0.10427054,-0.13310578,-0.28467807,0.028615434,-0.39310426,-0.110062085,0.21342848,-0.235375,0.16880088,0.043870766,-0.11774454,0.0926678,0.08093554,-0.13775626,0.054619182,-0.1939193,-0.1810811,-0.12112447,-0.118901476,0.005750435,-0.2600758,-0.17830037,-0.11979082,-0.13370143,-0.11826817,0.013703484,-0.06715298,-0.016082224,-0.206186,-0.24030538,-0.09318692,0.08320979,-0.12741771,0.09137074,0.2681746,0.040348012,0.2044834,-0.027713988,0.44444638,-0.17651542,-0.19922571,-0.34735003,-0.19215304,-0.037069015,-0.06296712,-0.022498352,-0.14108251,-0.18686955,-0.10386684,0.20801638,0.2386556,-0.011148748,0.03882839,-0.16626805,0.012773869,-0.08405343,0.037896454,-0.19762658,0.025823316,-0.10346972,-0.05234768,0.0055375,0.20620726,-0.57744217,-0.24600345,-0.25729313,-0.048777185,-0.16945852,-0.105980396,0.1324856,0.17476246,-0.16060235,-0.12362567,-0.1852055,-0.16133943,-0.053668894,0.08096395,-0.22737704,0.25835395,-0.06739086,0.00053320074,-0.23294778,-0.08365158,-0.15392321,-0.19203937,-0.09153201,-0.41643676,0.10641332
5,0.043752056,-0.14073254,0.06708331,-0.091238715,0.014939176,0.00719112,-0.09364467,-0.12675749,0.0045125154,-0.11454285,-0.03982629,-0.15731804,-0.17228113,0.12837628,-0.13790071,0.0366259,-0.20566782,-0.25041744,-0.08780418,0.012341918,0.06083846,-0.14398028,-0.13436928,-0.1604848,-0.13024835,-0.10188522,-0.16949041,-0.073853746,0.29826483,-0.09448701,-0.09536157,-0.1642351,-0.5519764,0.030768776,-0.08768293,-0.02765355,-0.31529063,-0.09303352,-0.07393343,-0.122676566,-0.13052958,-0.0049850084,0.14297944,0.098596945,-0.030505192,-0.33768472,-0.011321559,-0.10703434,0.049275078,-0.059770152,-0.12657697,-0.022470927,-0.0046149753,-0.073117785,-0.14932348,-0.15168624,-0.01588997,-0.06021473,0.0040480755,-0.049223177,-0.023308398,-0.072977394,0.053516496,-0.23752443,-0.10623214,0.16968775,-0.105894215,-0.08548969,0.017168315,-0.05652309,-0.02306682,-0.1714549,-0.15165292,-0.14664185,-0.11562797,-0.21156953,-0.2293931,-0.14931256,-0.2433471,-0.15914854,-0.11998269,-0.42351046,0.013503425,-0.10715524,0.07304302,-0.11007616,-0.3056544,-0.07356251,-0.18156812,-0.13124691,0.20144533,0.0056904997,-0.31405047,-0.21383297,-0.08899941,-0.26971605,-0.33752027,-0.23640177,-0.082763806,0.03115098,-0.22517546,-0.05127939,0.08662737,-0.4292169,-0.030685745,0.03952126,-0.08676946,-0.41747704,-0.01536073,-0.047821708,-0.12496281,0.065115064,-0.21894884,-0.023016505,-0.09811773,0.18387951,0.08851457,-0.16699937,-0.26056343,-0.33233207,-0.0043258425,-0.019032026,-0.2161959,-0.30513042,-0.08396447,-0.19997233,-0.010746656,-0.19184321
6,-0.06711482,-0.16631235,-0.11575953,-0.2672787,-0.13012591,-0.17248963,-0.0024154857,-0.07939266,0.03614148,-0.041505896,-0.16488552,-0.1615773,-0.0377706,-0.31204304,-0.06699343,-0.11572516,-0.12768178,-0.022976078,-0.19135407,-0.18408965,-0.21326715,-0.1925456,-0.11685484,-0.12579945,-0.07947746,-0.34316304,-0.030869683,-0.29849967,-0.24424481,0.032853406,-0.16691743,-0.23156479,-0.1351172,0.04821837,0.04696008,-0.19012722,-0.0723381,-0.3361607,-0.08614469,0.059273757,-0.19258834,-0.15182963,-0.30569208,-0.16059199,-0.38007122,-0.115621686,-0.22045283,-0.12694198,0.079816625,-0.012087499,-0.058312736,-0.16435103,-0.0024720216,-0.0074636927,-0.3909172,-0.20870566,-0.41999292,-0.041070707,0.008915817,-0.092812926,-0.14814754,-0.10092436,-0.12770307,0.21647082,-0.15691647,-0.16172671,-0.07279695,-0.009092124,0.00946026,-0.06617429,-0.15923485,-0.08210331,0.04179874,-0.2176562,0.102426596,-0.06561633,0.081538044,-0.08632009,0.027855972,0.05799193,-0.37463993,0.009299685,-0.27554864,-0.17201738,0.12813011,-0.07341752,-0.16560547,-0.07125161,-0.019931024,0.12945414,-0.051656544,0.05791067,-0.14648892,-0.22320442,-0.1978716,-0.34637895,-0.1079394,-0.12024841,-0.13268964,-0.15761405,0.058229577,-0.16000481,-0.023911199,-0.346719,-0.26737934,0.011358474,-0.15441565,-0.25451267,-0.013986843,-0.12975132,-0.15293239,-0.19497652,-0.07906805,-0.10903641,-0.07174517,-0.022706177,-0.112912565,-0.24611616,-0.049923208,-0.20646183,-0.21243183,-0.20840795,-0.18236524,-0.14788605,-0.30311033,-0.16692099,-0.044595093,-0.19967243
7,-0.2543039,-0.13323215,-0.10766314,-0.093727864,-0.057343014,0.049402013,0.02927862,-0.21650428,0.06964874,-0.05147077,0.012799649,0.12618625,0.08103519,-0.37829185,0.006723664,-0.23508929,0.12258473,0.39323875,-0.16008951,0.15168323,0.012837557,-0.13679795,0.19123305,0.12754756,-0.09012046,0.07394564,-0.22147197,-0.12517719,0.527047,-0.017244782,-0.06570917,-0.29313704,-0.1275494,-0.07817069,-0.09347544,0.027882025,-0.13095278,0.03280786,0.16218188,-0.008422526,0.013900784,-0.17716298,0.5489351,-0.058298167,-0.46914253,-0.17293067,0.63212234,-0.08891521,-0.16370271,0.071689084,-0.21661961,0.51131696,-0.026137913,-0.013029464,-0.10496591,0.54354125,0.71705675,0.08802495,0.06348203,-0.008643689,-0.013307066,-0.11372277,-0.05102012,-0.07635733,-0.015104408,-0.1514379,-0.11203655,0.15265873,-0.0037211687,0.056128632,-0.18894047,0.069302335,-0.07045447,0.16795349,0.1866467,-0.08725648,0.045014992,-0.37282944,0.023982106,0.23752281,-0.04982988,-0.12999885,-0.1744222,-0.04879923,-0.027934391,0.13223208,-0.34241897,0.07063131,-0.064209774,-0.2351146,0.089137994,-0.05790697,-0.14782123,0.116489574,-0.06490368,0.16289565,-0.07418668,-0.402111,-0.09775085,0.2855547,0.01639101,-0.12722641,0.44934103,0.085851215,-0.2867802,-0.23635441,-0.08009492,-0.028774945,-0.09583388,-0.1765773,0.043411557,-0.013662874,-0.01853403,-0.0019210004,-0.25820664,-0.15371217,0.10176079,-0.13504112,-0.10796687,-0.09066381,0.21422939,-0.0836768,-0.02550313,-0.10240789,0.28012434,0.019996366,-0.42273876,-0.0076971296
8,-0.12916447,0.09525503,-0.121527605,-0.14089227,-0.07813613,0.0121649895,-0.044273037,0.0069670016,-0.23963651,0.06631858,0.055771373,-0.115503214,-0.13718502,-0.31423214,0.028242549,-0.21806276,-0.1783321,0.050512984,0.061066296,-0.013591013,-0.02462723,0.07174386,0.04405355,-0.050032374,-0.13059111,-0.12601955,-0.273087,-0.33935678,0.0003662602,-0.110889114,-0.16518195,0.012900788,0.042347502,0.083143234,-0.22318064,-0.24887748,-0.34254056,-0.35617244,-0.007843979,0.050578326,0.07079948,-0.08964347,0.3715348,-0.11171571,-0.22884294,-0.026243225,0.50804085,-0.09221468,0.12486922,-0.17601228,-0.008754269,0.06913313,-0.023370223,0.04711427,-0.0054891356,0.3066788,0.6570713,-0.025835188,-0.12100617,-0.09672246,-0.11043328,-0.07041699,-0.01454809,-0.1433298,0.02013451,-0.21825789,-0.24946438,-0.1229016,-0.23697071,-0.18963507,-0.020841623,0.12436136,-0.12034006,-0.14745305,0.14623971,-0.15726586,0.10463291,0.019689225,-0.10421051,-0.011972725,-0.19442378,-0.0753929,-0.24166499,-0.27086222,-0.07402985,-0.052682478,-0.20597322,0.063309215,-0.2184716,-0.21436794,0.048812743,-0.0015986803,-0.10632504,-0.14361645,-0.27588516,-0.24391858,0.011567382,-0.36467332,-0.21702474,-0.16467999,-0.19429658,0.078231014,0.15297377,-0.25444517,-0.25769356,-0.099232994,-0.0041981665,-0.17978668,-0.08197954,0.13660206,0.076488934,-0.017436326,-0.25306553,-0.056715187,0.009085786,-0.026789445,-0.07706702,0.15773584,-0.05929348,-0.10213422,0.07558674,-0.26750425,0.068521276,-0.19215854,0.22946844,-0.09125116,-0.024740329,0.014095997
9,-0.12167091,-0.13165605,-0.13984135,-0.23965438,-0.18005772,0.07087791,-0.047838144,-0.16132009,-0.07431776,-0.16202974,-0.14492111,-0.06287444,-0.17870384,0.56857175,-0.20802172,0.0300662,-0.01082277,-0.09028523,-0.061803132,0.115679614,-0.12220357,-0.13250493,-0.07397891,0.058011707,-0.26659486,-0.23761307,0.1787658,-0.2956045,-0.21346618,-0.26197746,0.021989897,-0.11199285,0.124763094,-0.098264866,-0.12679659,-0.12212301,-0.24594694,-0.014852307,-0.23723951,-0.09566904,0.053765573,-0.060689304,0.20712139,-0.024517812,0.44917417,-0.14704882,-0.045850124,-0.10728974,0.21575062,0.07662302,-0.18548849,0.013696381,-0.17157324,-0.23496032,-0.0838426,-0.2031585,-0.18445934,-0.11074037,-0.139974,0.056515563,-0.18397595,-0.38593766,-0.023138268,-0.07569596,-0.18254305,-0.035485312,0.10113768,-0.08745486,-0.029824918,-0.09056635,-0.055702962,-0.13160859,-0.13397752,-0.16004285,-0.08086214,-0.34280753,-0.117393225,-0.10291779,-0.21063954,0.017012607,-0.14180759,-0.4012761,-0.016549487,-0.14802404,0.01960951,-0.14770858,-0.018012416,-0.16911896,-0.32720792,-0.026838468,-0.03377505,-0.25517213,-0.33294842,-0.11298556,-0.12021216,-0.45906806,-0.14643821,-0.015768884,-0.14708485,-0.112722114,-0.043231312,-0.14136581,-0.10897701,-0.10136795,-0.34612167,-0.18442172,0.0466074,-0.40450922,-0.18476124,-0.106879845,-0.100913346,-0.20317829,-0.10187025,-0.36528292,-0.11253515,-0.012549749,0.00045756882,-0.19023003,0.11518465,-0.23335122,0.01374629,-0.16697994,-0.25619188,-0.30284518,0.01207835,-0.11091872,0.19152212,-0.04505784
