,0
0,9.644614
1,11.382088
2,10.496247
3,10.594489
4,10.771597
5,10.222156
6,11.01368
7,9.96734
8,10.74103
9,11.624234
10,11.604967
11,9.056809
12,10.344805
13,10.155542
14,11.359034
15,10.559169
16,9.94547
17,10.414927
18,10.976723
19,12.124205
