,0
0,100.59916
1,100.076775
2,100.43102
3,100.0425
4,100.020515
5,100.26021
6,100.50511
7,100.20565
8,100.15974
9,100.06877
10,99.98586
11,100.005615
12,100.02721
13,100.26424
14,99.90571
15,100.28198
16,100.06977
17,100.24093
18,100.48718
19,99.97029
20,99.87794
21,99.93943
22,99.929756
23,100.02401
24,99.82456
25,100.3171
26,99.91921
27,100.55729
28,100.25536
29,100.09618
30,100.04352
31,100.070114
32,99.94561
33,99.9462
34,100.30466
35,99.963264
36,100.51644
37,100.559685
38,100.058784
39,100.40084
40,100.052536
41,99.948044
42,100.081566
43,99.933266
44,100.0795
45,100.190575
46,99.93517
47,100.37099
48,99.95441
49,99.98744
50,100.41241
51,99.98665
52,99.96631
53,99.8029
54,99.94562
55,100.32048
56,99.983604
57,100.130646
58,100.43291
59,100.061485
60,99.91374
61,100.069756
62,99.87408
63,100.38064
64,100.096985
65,100.06169
66,100.12299
67,100.11909
68,99.95151
69,100.55167
70,99.94561
71,100.39876
72,99.94025
73,100.16304
74,100.12267
75,100.19735
76,100.038864
77,100.3706
78,100.048645
79,99.96154
80,100.03811
81,99.95417
82,99.95652
83,100.089264
84,99.941345
85,99.9865
86,100.04609
87,100.03531
88,99.90748
89,100.48757
90,100.06015
91,100.0786
92,99.904594
93,99.89835
94,100.50304
95,99.98512
96,100.45312
97,100.507965
98,99.99427
99,99.97734
100,100.01585
101,100.00422
102,100.27195
103,99.946846
104,99.93414
105,100.121544
106,99.936935
107,100.16229
108,99.92036
109,100.03911
110,99.973145
111,100.01398
112,99.84224
113,100.19163
114,99.9677
115,100.06337
116,100.058266
117,100.086395
118,99.95224
119,100.048676
120,100.899254
121,100.144875
122,99.91628
123,100.210075
124,100.397545
125,100.51404
126,100.283195
127,100.02671
128,99.988914
129,99.99833
130,100.11369
131,100.188576
132,99.946106
133,100.1181
134,99.9816
135,100.28582
136,99.97924
137,100.1178
138,99.97572
139,100.054115
140,99.955315
141,99.6681
142,100.095375
143,100.07515
144,100.136375
145,99.94787
146,99.95318
147,99.91568
148,100.04534
149,100.21733
150,99.93855
151,99.97878
152,99.95018
153,100.04046
154,100.431946
155,99.95606
156,99.962494
157,99.72349
158,99.96516
159,100.25434
160,100.40389
161,100.475784
162,99.988235
163,100.31215
164,100.24358
165,100.27603
166,99.949936
167,100.13724
168,100.09932
169,100.14635
170,100.29401
171,99.93494
172,99.9634
173,100.76888
174,99.86991
175,100.174706
176,100.13933
177,100.09812
178,99.90966
179,100.03429
180,99.93734
181,100.0796
182,99.71704
183,99.96349
184,100.029686
185,99.95344
186,100.263916
187,100.08461
188,100.01633
189,100.57755
190,100.15558
191,99.92218
192,100.02309
193,99.881996
194,100.03799
195,100.0017
196,99.95233
197,99.95338
198,99.956635
199,99.9171
200,100.12782
201,100.16746
202,100.24454
203,100.010414
204,100.319115
205,100.02521
206,99.949745
207,99.90056
208,100.18133
209,100.282074
210,100.01052
211,100.28765
212,100.13295
213,100.23026
214,99.92593
215,99.95542
216,99.98905
217,100.06027
218,99.9429
219,100.01625
220,100.32976
221,99.96045
222,100.39581
223,99.95476
224,99.97401
225,100.38417
226,100.0551
227,99.79319
228,99.90144
229,99.91243
230,100.06424
231,100.28764
232,100.47254
233,100.148415
234,99.995995
235,100.00286
236,100.1001
237,99.99142
238,100.15761
239,100.31726
240,100.09142
241,99.91733
242,100.05305
243,100.42088
244,100.36117
245,99.95194
246,99.9392
247,100.21358
248,100.3156
249,100.2691
250,99.99527
251,99.88341
252,99.962364
253,100.51471
254,100.11352
255,100.12387
