,0
0,-0.1448849
1,-0.04375202
2,-0.17221613
3,-0.10941384
4,-0.12979758
5,-0.012487688
6,-0.055154648
7,-0.031681273
8,-0.14486977
9,-0.101939276
10,-0.013532794
11,-0.069715135
12,-0.032873325
13,-0.07913721
14,-0.05061625
15,-0.13967213
16,-0.049672663
17,-0.0014984149
18,-0.03312948
19,-0.103997625
20,0.022319445
21,-0.0966862
22,-0.1129094
23,-0.09511956
24,-0.122567415
25,-0.19403999
26,-0.05053792
27,-0.13074577
28,0.04719347
29,-0.09808729
30,-0.06475087
31,-0.077592716
32,-0.14437656
33,0.00756028
34,-0.059214823
35,-0.043381803
36,-0.057091646
37,-0.104228705
38,-0.089822866
39,-0.16524933
40,0.021188028
41,-0.081492014
42,-0.124066405
43,0.03580286
44,-0.021231787
45,-0.1144753
46,-0.16566391
47,-0.14612119
48,-0.025402509
49,-0.06662744
50,0.043919977
51,0.009062929
52,-0.14927846
53,0.03630363
54,-0.082783066
55,-0.1254426
56,-0.13282926
57,-0.08346212
58,-0.028433675
59,-0.086024515
60,-0.038043298
61,-0.17015815
62,-0.15132609
63,0.006046574
64,0.05848415
65,-0.026666038
66,-0.06233901
67,-0.049239226
68,-0.1555738
69,-0.008627863
70,0.03640821
71,-0.03983336
72,-0.16044292
73,-0.1089917
74,-0.09655575
75,-0.013051797
76,-0.14517117
77,-0.115167096
78,-0.0901669
79,-0.10989398
80,-0.050858375
81,-0.15195125
82,-0.03560369
83,-0.042174406
84,-0.11505398
85,-0.15912482
86,-0.13310607
87,-0.025304094
88,-0.0139606325
89,-0.1341634
90,-0.090901196
91,-0.073872834
92,-0.13754062
93,-0.058251932
94,-0.11172045
95,-0.20001547
96,-0.1274717
97,0.054525577
98,-0.17246097
99,-0.039392162
100,-0.09321891
101,-0.029051706
102,-0.030819396
103,-0.20187421
104,-0.06894772
105,0.037580185
106,-0.13012676
107,-0.117751606
108,-0.07517199
109,-0.12562296
110,-0.07714721
111,-0.094408795
112,-0.1621692
113,0.050137423
114,0.04512379
115,-0.09851317
116,-0.097219095
117,-0.030387668
118,-0.0898923
119,-0.03392076
120,-0.104262345
121,-0.09764445
122,-0.076168984
123,-0.08995712
124,-0.054684136
125,-0.049661584
126,0.03733199
127,-0.0372686
128,-0.10751698
129,-0.094307944
130,-0.015628265
131,0.057347298
132,-0.001545601
133,-0.03400401
134,-0.105691634
135,0.045586847
136,-0.12312005
137,-0.11115926
138,-0.0892247
139,-0.14062972
140,-0.16046165
141,-0.043300126
142,-0.094317205
143,0.037176427
144,-0.102391094
145,-0.022941742
146,-0.064757064
147,-0.067408465
148,-0.039008185
149,0.0151569825
150,0.08684894
151,-0.07168351
152,-0.017538838
153,-0.18040292
154,-0.1017206
155,-0.004736032
156,-0.11249891
157,-0.08096144
158,-0.100154266
159,-0.06233548
160,-0.042476904
161,-0.07444598
162,-0.05639029
163,-0.18469152
164,-0.11569482
165,-0.16663225
166,-0.13880113
167,-0.018501315
168,-0.13107754
169,-0.11960595
170,-0.10916654
171,-0.08160591
172,0.100060806
173,-0.04566223
174,-0.027783448
175,0.048015255
176,-0.08794209
177,-0.0023948194
178,-0.061218224
179,0.054312993
180,-0.047416255
181,0.09629582
182,-0.14324148
183,-0.12512639
184,-0.12506688
185,-0.06638159
186,-0.09192331
187,-0.08042683
188,-0.18584532
189,-0.07089723
190,-0.17535815
191,-0.07823523
192,-0.18833373
193,-0.13345274
194,-0.026550012
195,-0.05212813
196,-0.18186793
197,-0.14422712
198,-0.1747471
199,-0.12887946
200,-0.005703078
201,-0.124759614
202,-0.14718857
203,-0.08420951
204,0.104127064
205,-0.12380254
206,0.017861318
207,-0.035665076
208,-0.09996583
209,-0.05641048
210,-0.035748187
211,-0.12780055
212,-0.030923374
213,-0.053550612
214,-0.011168587
215,-0.1505539
216,-0.034931347
217,-0.09671349
218,-0.078437634
219,-0.062176336
220,-0.08853514
221,-0.18366332
222,-0.09063401
223,-0.14244998
224,0.008679055
225,-0.051147148
226,-0.05980435
227,0.052600447
228,-0.14008954
229,-0.07738051
230,-0.11991868
231,-0.061700407
232,-0.11971054
233,-0.09506513
234,-0.060092732
235,-0.17239466
236,-0.07329111
237,-0.10630123
238,-0.106306
239,-0.09109927
240,-0.06275157
241,-0.17904264
242,-0.06881332
243,-0.06378213
244,-0.095151916
245,0.008847725
246,-0.123564
247,-0.0055548097
248,-0.03015375
249,-0.14033334
250,-0.02738418
251,-0.10576657
252,-0.037457235
253,-0.11133
254,-0.055842176
255,-0.06979218
