,0
0,0.08156313
1,0.07607323
2,-0.11153934
3,-0.05289532
4,0.05742291
5,0.004787126
6,-0.04485854
7,-0.0094607305
8,0.112012595
9,-0.044866595
10,-0.1284333
11,0.08048965
12,-0.043997284
13,-0.055125386
14,-0.013892041
15,-0.03960298
16,-0.068069816
17,-0.048515115
18,0.1623705
19,-0.039351333
20,-0.057358548
21,-0.08634717
22,-0.077925675
23,-0.057034884
24,-0.04083107
25,0.06902317
26,-0.14191371
27,-0.018410036
28,-0.03780094
29,0.11494253
30,-0.08086765
31,-0.03621922
32,0.05097438
33,0.10391915
34,-0.08389575
35,-0.039495084
36,0.07613266
37,-0.021039266
38,0.00538327
39,-0.12119687
40,-0.010883443
41,-0.039673157
42,-0.061345585
43,-0.021228634
44,-0.10912369
45,0.15287098
46,-0.019299125
47,-0.123031124
48,0.0007653891
49,-0.003926606
50,-0.057886846
51,0.04390425
52,0.13884212
53,0.04411748
54,-0.011667368
55,0.021228531
56,0.0912301
57,0.009643824
58,-0.017891157
59,-0.13500278
60,0.056550343
61,-0.003998187
62,-0.0014416616
63,-0.16472536
64,0.108791485
65,-0.032815862
66,0.10613878
67,0.08061466
68,-0.10852928
69,-0.03640141
70,0.049184687
71,-0.021475522
72,-0.101984225
73,-0.04380443
74,0.026480528
75,0.0775518
76,-0.085569546
77,-0.028092284
78,-0.08891117
79,-0.05858288
80,0.093997076
81,-0.0683518
82,-0.0707967
83,-0.04526977
84,0.005285719
85,-0.023845147
86,0.11934858
87,-0.08884315
88,-0.005017831
89,-0.11320811
90,-0.02723812
91,0.096034475
92,-0.064562365
93,0.114486
94,0.13390285
95,-0.025248738
96,0.052073535
97,0.018474108
98,0.02250812
99,-0.042196434
100,0.1987046
101,-0.013706731
102,-0.09010937
103,-0.05744941
104,0.11942359
105,-0.06117412
106,-0.10630988
107,-0.036492642
108,-0.033938978
109,-0.06037223
110,0.11031689
111,0.15622984
112,0.06030668
113,-0.05163585
114,0.09609983
115,-0.14804168
116,-0.013022017
117,0.1326656
118,0.12704255
119,-0.08002938
120,-0.034982704
121,-0.070925586
122,0.13434653
123,0.17633653
124,-0.027598482
125,-0.09697826
126,0.09619206
127,-0.037505418
128,-0.045071714
129,-0.09144726
130,0.10368137
131,-0.0020872743
132,0.15197323
133,-0.10707529
134,0.09985705
135,0.092891164
136,0.16142529
137,0.017346777
138,-0.06398046
139,-0.09174736
140,-0.075082235
141,-0.052221715
142,0.091337726
143,-0.035833396
144,0.10505047
145,0.11995387
146,0.014903692
147,-0.015268162
148,-0.07633623
149,0.10989053
150,-0.053956885
151,-0.017993959
152,-0.0791584
153,-0.10166833
154,0.14222006
155,0.08999237
156,0.15917999
157,0.078334376
158,-0.09431161
159,-0.069712184
160,0.0303033
161,0.007856499
162,0.05991843
163,0.093770586
164,-0.054460697
165,0.020228459
166,-0.0340749
167,-0.025156844
168,-0.08792129
169,0.10710799
170,-0.049985662
171,-0.10033659
172,-0.055961255
173,-0.06916088
174,0.07759375
175,-0.04090785
176,0.012947649
177,-0.08962537
178,-0.07448475
179,0.15920429
180,0.13741349
181,-0.030043023
182,-0.10438851
183,-0.033859085
184,-0.049210723
185,0.02964919
186,0.067015655
187,0.109935574
188,0.16308446
189,0.044267267
190,-0.0680913
191,0.06515918
192,-0.04127491
193,0.08913217
194,-0.10785782
195,0.022145795
196,0.0808536
197,-0.06959008
198,-0.014094141
199,0.13803075
200,0.08485089
201,-0.05491158
202,0.18753827
203,-0.03963754
204,-0.021652099
205,-0.04571229
206,-0.04107291
207,0.07488044
208,-0.04286001
209,0.05738664
210,0.008930086
211,-0.108861834
212,-0.025442274
213,0.07142402
214,0.03080197
215,0.0032984398
216,0.010578568
217,-0.022720192
218,-0.029651998
219,0.135254
220,-0.032608114
221,-0.037418477
222,-0.027318165
223,0.078640945
224,0.024957873
225,0.14214827
226,0.00095272023
227,-0.03284584
228,-0.009577649
229,0.10246702
230,0.037874192
231,0.10446452
232,-0.10740323
233,-0.049508583
234,0.076108545
235,-0.039252743
236,0.0752657
237,0.13021034
238,-0.028957454
239,-0.03630506
240,0.09669771
241,0.112326875
242,0.008677475
243,0.14210247
244,-0.04777039
245,-0.09331653
246,-0.039928306
247,-0.08774965
248,0.099109665
249,-0.03064358
250,-0.07222271
251,0.09653487
252,0.057931036
253,0.11476721
254,0.06540884
255,0.11133025
256,0.18598838
257,-0.059216727
258,-0.052580677
259,-0.07873038
260,0.13463642
261,-0.069021165
262,-0.018256342
263,0.19578412
264,0.07334648
265,0.10276103
266,0.11787603
267,-0.00201095
268,0.055268854
269,-0.014027915
270,-0.083964765
271,0.0704135
272,0.023182685
273,0.035632614
274,-0.05050273
275,0.07907441
276,0.17254803
277,0.14791475
278,-0.027052388
279,-0.05497779
280,-0.07920336
281,0.09226952
282,0.002011523
283,-0.15009376
284,0.057836
285,-0.08934248
286,-0.02895119
287,-0.056184135
288,0.034910023
289,-0.08520301
290,0.16315247
291,-0.11267066
292,0.05901726
293,0.13517438
294,-0.030421784
295,0.17523824
296,0.03456346
297,-0.063919224
298,-0.0011924382
299,-0.17536092
300,-0.036861833
301,-0.02214878
302,-0.0063063446
303,0.07878691
304,0.15050322
305,0.042694233
306,0.11075018
307,-0.007757451
308,-0.12481426
309,0.12702477
310,0.052193917
311,0.03150712
312,-0.057099547
313,-0.06166946
314,-0.083643496
315,-0.026332596
316,-0.019779203
317,0.005468936
318,-0.0624165
319,-0.07280606
320,-0.04722285
321,0.15529504
322,-0.063968696
323,0.044916574
324,0.07183289
325,0.024648463
326,0.11735892
327,-0.10902741
328,-0.01997611
329,-0.055302918
