,0
0,50.562744
1,50.801723
2,50.808315
3,54.150894
4,47.76232
5,53.714523
6,50.089535
7,51.262077
8,50.078915
9,51.794365
10,48.724342
11,51.229824
12,54.073734
13,51.262333
14,55.54174
15,50.761105
16,50.35689
17,51.409466
18,48.000523
19,48.676643
20,50.54238
21,50.270267
22,52.717636
23,49.37737
24,49.208855
25,56.53218
26,47.4782
27,49.604584
28,55.236935
29,52.274654
30,57.215
31,51.108665
32,48.400543
33,48.75451
34,50.579918
35,48.19979
36,50.326275
37,52.097744
38,47.12371
39,54.049965
40,51.172066
41,50.131737
42,50.403915
43,50.047096
44,54.823948
45,53.318108
46,54.11337
47,56.38551
48,49.322945
49,51.711044
50,49.27736
51,50.857765
52,50.519634
53,52.474796
54,51.886272
55,48.74832
56,51.91289
57,50.76987
58,56.865814
59,49.71003
60,49.504253
61,50.96917
62,54.392063
63,49.64131
64,50.33271
65,50.661415
66,52.313
67,49.396935
68,52.475063
69,50.8344
70,48.398087
71,56.06088
72,49.35252
73,50.162582
74,52.516953
75,51.262905
76,54.572487
77,47.006035
78,50.25929
79,48.310524
80,48.461758
81,51.366924
82,55.340473
83,54.45105
84,47.68125
85,50.014618
86,53.75051
87,55.449585
88,48.051228
89,49.636856
90,51.123775
91,50.658295
92,49.292263
93,56.937317
94,49.77641
95,52.754124
96,48.66008
97,53.299393
98,49.0918
99,49.961277
100,48.485336
101,49.960014
102,50.726982
103,48.851444
104,49.102043
105,50.661484
106,48.697704
107,47.147293
108,54.43865
109,49.682793
110,51.10288
111,54.003548
112,52.58784
113,51.14588
114,48.37622
115,48.789295
116,49.03403
117,49.460255
118,54.841755
119,55.17094
120,50.373386
121,53.80743
122,52.372406
123,52.85555
124,47.129044
125,52.936836
126,46.56524
127,55.82124
