,0
0,9.405408
1,9.463276
2,9.64088
3,10.629708
4,10.5267935
5,10.220365
6,9.933074
7,9.243872
8,10.006078
9,10.349871
10,8.885974
11,9.277465
12,8.185819
13,8.749803
14,10.660046
15,8.871221
16,9.454199
17,10.183762
18,9.693447
19,9.917909
20,9.592707
21,10.765073
22,10.916631
23,10.867769
24,9.792988
25,9.242102
26,10.017308
27,9.119394
28,8.657216
29,10.528974
30,11.077129
31,10.154138
32,9.744872
33,9.923498
34,9.446046
35,10.082796
36,8.910909
37,8.954063
38,9.556918
39,9.739881
40,9.42887
41,10.519991
42,9.845446
43,9.797901
44,9.128381
45,10.182047
46,10.827956
47,11.611543
48,10.167508
49,10.561448
50,10.110629
51,9.279581
52,11.067909
53,10.017738
54,10.927017
55,9.860573
56,9.203985
57,10.641051
58,10.649462
59,10.200678
60,10.551544
61,10.181693
62,9.777334
63,10.26441
64,7.791731
65,10.62339
66,10.646295
67,10.862913
68,9.200293
69,8.865941
70,10.389838
71,11.111941
72,9.960096
73,9.865077
74,9.058894
75,11.608553
76,10.559656
77,9.556887
78,10.945301
79,8.7124405
80,9.933537
81,10.048417
82,8.326981
83,9.358156
84,10.199549
85,1.677833
86,10.191677
87,10.4341545
88,8.757193
89,9.858609
90,9.352222
91,10.972508
92,11.019794
93,11.013686
94,11.096904
95,10.83547
96,10.772722
97,9.1696005
98,9.727372
99,9.970236
100,9.999083
101,9.14781
102,9.989837
103,10.340929
104,8.939729
105,6.3084464
106,10.377983
107,10.042873
108,10.535108
109,8.707782
110,9.104939
111,8.727907
112,8.637147
113,11.763534
114,10.287616
115,9.651681
116,9.429455
117,9.750061
118,11.433263
119,9.26838
120,10.707246
121,11.060359
122,9.185904
123,10.073358
124,9.992307
125,8.814531
126,9.346863
127,8.910132
