,0
0,-0.24363808
1,-0.27705503
2,0.25474992
3,-0.43410823
4,-0.22397567
5,0.01623893
6,0.14666237
7,0.20596866
8,-0.06923799
9,-0.17315814
10,-0.27756417
11,-0.023747824
12,-0.42926094
13,-0.032982327
14,-0.5220045
15,-0.07900258
16,-0.34019092
17,0.17880456
18,0.17877877
19,-0.42467684
20,0.27828667
21,-0.40851554
22,0.13984132
23,-0.2937134
24,-0.18049495
25,-0.39034405
26,-0.30994302
27,0.31323382
28,0.52166724
29,-0.52684337
30,-0.48817235
31,0.106013924
32,0.12637076
33,0.033550642
34,-0.098249234
35,0.058862466
36,-0.07016368
37,0.14460334
38,-0.1392036
39,0.35724097
40,0.17898199
41,-0.38734517
42,0.028485358
43,-0.10197403
44,-0.26314384
45,0.22414483
46,-0.33577415
47,-0.4411995
48,-0.30107138
49,0.19914071
50,-0.18299802
51,-0.08388245
52,-0.37601116
53,0.04922599
54,-0.69004506
55,-0.09560245
56,0.0866003
57,-0.21445848
58,-0.7554484
59,0.25282222
60,-0.28500596
61,0.076796286
62,0.36829862
63,-0.08735821
64,-0.58255655
65,-0.37427208
66,-0.499118
67,-0.1705601
68,0.19275488
69,-0.27604488
70,-0.11061683
71,0.33273405
72,0.17464973
73,-0.015110711
74,0.20971826
75,-0.39415154
76,-0.4774589
77,0.05725922
78,-0.21264918
79,-0.25019896
80,-0.14890404
81,-0.08363432
82,0.274256
83,-0.40882444
84,-0.11713625
85,-0.80376655
86,-0.46857762
87,-0.5354486
88,-0.023975816
89,-0.18120179
90,0.10204061
91,0.34110153
92,0.12740241
93,0.4185313
94,-0.20122646
95,0.28217062
96,-0.049360964
97,-0.062387355
98,-0.062100265
99,-0.049589578
100,-0.1109217
101,-0.10915368
102,0.15668403
103,-0.04449649
104,0.36795047
105,-0.25793055
106,0.0659982
107,0.08436768
108,-0.44947237
109,0.2210347
110,0.124463245
111,0.046439283
112,0.17042965
113,-0.018709023
114,-0.2394294
115,0.3415849
116,0.023803769
117,-0.09585072
118,-0.16266489
119,-0.545817
120,-0.30077437
121,-0.46973836
122,0.3786032
123,0.09161526
124,-0.11154386
125,0.20915084
126,0.24926378
127,-0.5572451
